'1','2','G'
'1','2,'G'
'1','2','R'
'1','2','G'
'1','5','R'
'1','4','R'
'1','2’,'G'
'1','2’,'G'
'1','7’,'R'
'1','5’,'R'
'1','12’,'G'
'1','12’,'G'
'1','12’,'R'
'1','9’,'R'
'1','5’,'R'
'1','4’,'R'
'1','2’,'R'
'1','10’,'R'
'1','10’,'R'
'1','10’,'R'
'1','9’,'R'
'1','5’,'R'
'1','7’,'R'
'1','5’,'R'
