'2','1','R'
'2','3’,'R'
'1’,'1','G’
'1’,'1','R’
'1’,'3','R'
'1’,'5’,'R'
'1’,'7’,'R’
'1’,'8’,'R’
'1’,'8’,'R’
'1’,'7’,'R’
'1’,'5’,'R’
'1’,'3','R’
'1’,'1','R’
'1’,'1','G’
'2','3’,'R’
'2','1','R’
